rowindex,contract,price_crossing,price_distortion,roll_start,roll_heart,near_minus_next,ctd_last_first,ctd1_percent,delivery_cost,delivery_ratio,squeeze
539,TUZ03 Comdty,0.845519976,0.571573357,0.733092757,0.09391878,0.020502878,1,1,0.145616617,0.892022555,TRUE
540,TUH04 Comdty,1,0.153024742,0.579271467,1,0.879465846,0.196627321,0.039675901,1,0.080262643,TRUE
541,TUM04 Comdty,0.025148685,1,1,0.780067324,1,0.074922839,0.072146677,0.099751013,1,FALSE
542,TUU04 Comdty,1,0.833497389,0.877952233,0.133040884,0.064311046,0.174270168,1,1,0.14350375,TRUE
543,TUZ04 Comdty,1,0.04692207,1,1,0.772379671,0.828064367,0.095720881,0.158503787,0.722474797,TRUE
544,TUH05 Comdty,0.196177135,0.085561233,0.051350551,0.07029077,0.119743752,0.018766217,1,1,1,FALSE
545,TUM05 Comdty,0.078958356,1,1,0.135307521,0.773767884,0.000506646,0.041626225,1,0.078317401,FALSE
546,TUU05 Comdty,0.005368535,1,0.945079943,0.062815237,0.096500223,0.051071328,0.779130323,0.93285282,0.784818734,FALSE
547,TUZ05 Comdty,1,0.004942641,0.116141755,0.080832423,0.871163688,0.674668659,1,0.111940631,1,TRUE
548,TUH06 Comdty,0.118774337,0.929895198,0.07279983,1,0.136923779,0.611878507,0.594056746,0.748849521,1,TRUE
549,TUM06 Comdty,0.158899163,0.146647362,1,0.126340303,1,0.829895473,1,0.704927332,1,TRUE
550,TUU06 Comdty,0.670699054,0.199252148,0.035873745,0.029846693,1,0.013674297,0.101620237,0.6341557,1,FALSE
551,TUZ06 Comdty,0.584073833,1,0.138974614,0.068917344,1,1,0.041726889,0.05299504,0.650741463,TRUE
552,TUH07 Comdty,1,1,0.844859145,0.146081158,0.628454014,0.101548592,0.198228613,1,0.179823858,TRUE
553,TUM07 Comdty,0.118622813,0.03732392,1,1,1,1,0.648246927,0.031251039,1,FALSE
554,TUU07 Comdty,0.006336931,1,0.16033882,1,1,0.725887943,0.017978086,0.165583099,0.040879946,TRUE
555,TUZ07 Comdty,0.555184568,0.198177489,0.117976192,1,0.045444735,0.78747559,1,0.778096307,0.13488125,FALSE
556,TUH08 Comdty,0.696130017,0.082650983,0.050810389,0.0699775,0.11987787,1,0.15739588,0.155166129,0.187365021,FALSE
557,TUM08 Comdty,1,0.052609282,0.050272995,0.036246781,0.843916834,0.058573947,0.193406245,0.116930815,0.150150913,TRUE
558,TUU08 Comdty,0.716278097,0.00726786,0.811014759,1,0.105731312,0.085623392,0.937286383,0.152822453,1,FALSE
559,TUZ08 Comdty,0.06380851,0.001342199,1,0.724418974,0.176122088,1,1,0.143146238,0.193632774,TRUE
560,TUH09 Comdty,0.192841238,1,0.04715044,0.043043503,1,0.191925396,0.11147114,0.056549153,0.129217154,FALSE
561,TUM09 Comdty,0.888908673,0.073530784,0.194539899,1,0.064604308,0.05713389,0.018181619,0.165929783,0.072248627,TRUE
562,TUU09 Comdty,0.080838895,0.04309668,0.759349189,1,0.035933569,1,0.017498574,0.086419649,0.176485157,FALSE
563,TUZ09 Comdty,0.681101294,0.14412306,1,0.169333412,0.666677562,1,0.596290173,1,0.129171508,FALSE
564,TUH10 Comdty,0.557307923,0.156295111,0.02357696,0.960112255,0.175777337,0.112667188,0.881860881,0.157083741,0.028852901,FALSE
565,TUM10 Comdty,0.722402651,0.909635421,1,1,0.047598185,0.130073097,0.000197288,1,0.072284246,FALSE
566,TUU10 Comdty,0.118873154,1,0.659279517,0.959674749,0.022408168,0.131394913,1,0.748105217,1,TRUE
567,TUZ10 Comdty,0.558836953,0.575961681,0.8620984,0.110969603,0.144042095,0.949858246,0.166740425,1,0.641758461,TRUE
568,TUH11 Comdty,1,0.651793462,1,0.182313598,0.571670371,0.810937047,0.187293382,0.114576499,1,TRUE
569,TUM11 Comdty,0.03765424,0.023281622,1,1,0.15675306,0.666235549,0.105832914,0.713477906,0.119071602,FALSE
570,TUU11 Comdty,1,0.001372867,1,0.194966692,0.18818899,0.168041894,1,1,0.136869775,FALSE
571,TUZ11 Comdty,0.160234348,0.171870107,0.170322883,0.740693726,0.019873429,1,1,1,0.038495754,FALSE
572,TUH12 Comdty,0.601043666,0.070789337,0.130005156,1,0.152584733,0.054016658,0.610167879,1,0.109828757,FALSE
573,TUM12 Comdty,1,0.09362124,0.892752529,0.81069801,0.000187691,0.054048207,1,0.586505657,0.073924939,FALSE
574,TUU12 Comdty,0.111581896,0.099761939,0.160718748,1,0.177661154,0.008492554,0.116560477,0.159361515,0.018071253,FALSE
575,TUZ12 Comdty,0.1271575,0.979274421,1,1,0.143136513,0.112235006,1,0.018133524,0.868902221,TRUE
576,TUH13 Comdty,0.174016004,1,1,1,1,1,0.149517325,1,0.582985862,TRUE
577,TUM13 Comdty,0.126759449,0.187792821,1,0.010567821,0.145998669,0.144753048,0.866553809,0.719659554,0.124448701,FALSE
578,TUU13 Comdty,1,0.097259366,0.157182438,0.179115365,0.105382263,0.770969996,0.093092609,1,0.762491629,FALSE
579,TUZ13 Comdty,0.875343013,0.089178678,0.064297922,0.195781814,0.01777514,0.919064652,0.106421546,0.0375872,0.169331869,FALSE
580,TUH14 Comdty,0.156738988,1,0.191373049,0.998278301,0.057162222,0.018214913,0.137779441,0.10355986,0.676860392,FALSE
581,TUM14 Comdty,0.614691174,1,0.076244091,1,0.683577829,0.601219612,0.642570113,0.56269201,0.74527437,TRUE
582,TUU14 Comdty,1,0.128411614,0.718548815,0.681799615,1,0.044796,0.029405298,1,0.177541693,TRUE
583,TUZ14 Comdty,0.692049755,0.01549142,0.118847591,0.838979056,1,1,0.174215865,0.87073426,0.817416552,TRUE
584,TUH15 Comdty,0.187400715,1,1,0.107749537,0.019556241,1,0.855545055,0.563410267,0.977346491,TRUE
585,TUM15 Comdty,0.01969623,0.059383285,1,1,0.099903731,0.149307282,0.128633484,0.132825044,0.111482888,FALSE
586,TUU15 Comdty,0.084424563,0.611616908,0.068254025,0.755092591,1,0.168700334,0.078846519,0.692362421,0.057567594,TRUE
587,TUZ15 Comdty,0.17190385,1,0.020269404,1,1,0.06852308,1,0.118455259,1,FALSE
588,TUH16 Comdty,1,0.07214779,0.097233142,0.08478454,1,0.060330298,1,1,0.137354491,FALSE
589,TUM16 Comdty,0.776182174,0.938295225,0.660882775,0.867166549,0.152412881,0.113931371,0.848378123,0.034807685,0.709524926,FALSE
590,TUU16 Comdty,0.001983251,0.181140136,0.884156632,1,1,1,1,0.169112394,1,FALSE
591,TUZ16 Comdty,0.050881518,1,0.099565978,1,1,0.023642668,0.079580697,0.645878452,0.02859884,FALSE
592,TUH17 Comdty,0.101795973,1,0.087616175,0.970060644,1,0.089380474,1,0.036481749,0.044304997,FALSE
593,TUM17 Comdty,1,0.091471677,1,0.124636166,0.110518366,1,0.744981661,0.154276176,0.590414619,FALSE
594,TUU17 Comdty,0.177803148,0.177740365,1,0.140846095,0.036510921,0.93090749,1,1,0.138985247,FALSE
595,TUZ17 Comdty,0.554579693,1,0.104056881,0.809142917,0.042316135,0.099807235,1,0.559453784,0.063273457,FALSE
596,TUH18 Comdty,1,0.140694761,0.132343799,0.102051057,0.016002059,0.102052556,0.1824126,1,1,TRUE
597,TUM8 Comdty,0.057180214,0.723216883,0.811714024,0.1718226,0.137746613,0.14592405,0.137435088,0.65166932,0.06537729,TRUE
598,TUU8 Comdty,0.581587305,1,0.18747595,0.18499344,1,0.614783724,0.032942826,0.150396892,1,TRUE
599,TUZ8 Comdty,0.194232496,0.185431911,0.027726282,1,1,0.000898942,0.190344774,1,0.771422818,FALSE
600,TUH9 Comdty,0.108121921,0.580096992,0.055505266,0.075060884,0.553500053,0.144185413,1,0.009685331,1,TRUE
601,TUM9 Comdty,0.105179577,1,1,1,0.061343324,1,1,0.697589011,0.08265133,TRUE
602,FVH91 Comdty,1,0.054925232,0.130603049,1,0.032856485,0.189158733,1,0.983360433,1,FALSE
603,FVZ92 Comdty,1,0.877738552,0.03879306,0.046272046,1,0.039226882,0.023792221,0.015252054,0.856530786,FALSE
604,FVH93 Comdty,1,0.101122487,0.869457763,0.02531196,0.732588599,0.134270962,0.615172555,0.077861228,0.181723264,FALSE
605,FVM93 Comdty,0.12673617,0.175088816,0.574802064,0.996605813,0.193445777,0.030047638,1,0.718357789,0.823799322,TRUE
606,FVU93 Comdty,0.746272372,1,0.985025327,0.084663772,1,0.080611223,0.065103416,0.106965687,0.125955291,FALSE
607,FVZ93 Comdty,1,0.08215186,0.145379652,0.609629356,0.110157606,0.588793958,0.012500968,1,0.021362584,FALSE
608,FVH94 Comdty,0.081565769,1,1,0.081140126,1,0.678445157,1,0.015528133,1,TRUE
609,FVM94 Comdty,0.050671603,0.594595682,1,0.733024109,1,0.044869663,0.79870693,1,0.098904095,FALSE
610,FVU94 Comdty,0.075916193,1,1,0.097195342,1,0.179345503,0.912773507,0.018375607,0.095300591,FALSE
611,FVZ94 Comdty,1,0.002871426,0.106881703,0.084662881,0.687291078,1,0.144558429,1,0.586701267,TRUE
612,FVH95 Comdty,0.069547428,0.046153058,0.905971688,1,0.139749122,0.159267191,0.154776587,1,0.030281598,FALSE
613,FVM95 Comdty,0.062199608,0.862461168,0.580881676,1,1,0.81562246,1,1,1,TRUE
614,FVU95 Comdty,0.160839764,1,0.17564858,0.559291583,1,1,0.836220835,1,0.085459074,FALSE
615,FVZ95 Comdty,0.169002879,0.114454609,1,0.159329855,0.13778017,0.065581319,0.132153734,0.03013656,0.178814792,FALSE
616,FVH96 Comdty,1,1,0.140954197,0.109809035,1,0.794910234,0.931298999,0.173390109,0.6887253,TRUE
617,FVM96 Comdty,0.020827145,0.093206033,0.178520902,0.002166562,1,0.090708878,1,1,0.578050928,TRUE
618,FVU96 Comdty,1,1,0.032648589,0.101259346,1,0.068422584,0.651855846,0.120818237,0.616154792,TRUE
619,FVZ96 Comdty,1,0.093271065,0.769027432,0.12865337,0.875650626,1,1,1,0.944545955,TRUE
620,FVH97 Comdty,1,0.079138111,0.018608304,1,0.653996575,0.059159368,0.837378647,0.892411057,0.94290114,TRUE
621,FVM97 Comdty,1,1,1,0.823105111,0.046641707,1,1,0.153019503,1,TRUE
622,FVU97 Comdty,0.592799904,1,1,0.983036493,0.790845318,0.118322798,0.032031041,1,0.029734353,FALSE
623,FVZ97 Comdty,1,0.025422238,1,1,1,0.176672829,1,0.162086961,0.856023017,FALSE
624,FVH98 Comdty,1,0.989305495,0.623553455,1,1,1,0.143840037,0.096031192,1,TRUE
625,FVM98 Comdty,1,0.18314895,0.174620386,0.087432151,0.171667553,0.184686813,0.058496279,0.087022048,0.131584645,FALSE
626,FVU98 Comdty,0.08835462,1,0.011654428,0.71101118,0.095576701,1,0.188886962,0.814654318,0.072193403,TRUE
627,FVZ98 Comdty,0.165150839,0.08476466,0.151993995,0.080818985,0.091528801,1,1,1,0.082571481,FALSE
628,FVH99 Comdty,0.131185485,0.92974796,0.135329262,1,0.129170725,1,0.050262099,0.059814113,0.097213755,FALSE
629,FVM99 Comdty,1,1,1,1,0.155082274,1,0.566140132,1,1,TRUE
630,FVU99 Comdty,0.145410041,1,0.182989737,1,0.036507165,0.074066787,0.176823133,0.10455732,0.918976507,FALSE
631,FVZ99 Comdty,0.008422152,0.865723207,0.55151045,0.732123185,0.115954419,0.062080201,0.065113756,1,0.148586393,TRUE
632,FVH00 Comdty,0.151620946,0.096906987,0.092860413,1,0.947646155,0.99179517,0.046525279,0.561951509,0.142151983,FALSE
633,FVM00 Comdty,1,1,0.018128696,0.631821483,1,1,0.041409291,1,0.565129368,TRUE
634,FVU00 Comdty,1,1,1,0.038218251,0.031687801,1,1,1,0.19345542,TRUE
635,FVZ00 Comdty,1,0.079436737,0.129979568,0.13431538,0.087766988,1,0.046968414,0.09347616,0.82577517,FALSE
636,FVH01 Comdty,0.070429077,0.152692936,0.985376695,1,1,0.196144321,0.198146411,0.171741676,1,FALSE
637,FVM01 Comdty,1,0.902310411,0.176468272,0.001503241,1,0.663596751,0.108095552,0.102621396,1,TRUE
638,FVU01 Comdty,0.763286441,1,1,0.047585692,0.028104509,0.008007844,0.031168881,0.082261057,1,TRUE
639,FVZ01 Comdty,0.752663646,1,0.915675909,0.19206782,0.827747483,0.111592565,0.883749417,0.624898695,1,TRUE
640,FVH02 Comdty,1,1,1,1,1,0.188029611,1,0.017123835,0.952646493,FALSE
641,FVM02 Comdty,0.039186036,0.107634911,1,1,0.190500119,0.80086179,0.196563493,0.117940213,0.722357503,FALSE
642,FVU02 Comdty,0.800681405,0.134243497,0.786744822,0.018858055,0.15403301,0.14843385,0.028534963,0.586673355,1,FALSE
643,FVZ02 Comdty,0.115253727,0.069981123,0.107683655,0.092971068,0.034893162,0.09804626,1,0.171992898,1,TRUE
644,FVH03 Comdty,1,1,0.925250957,0.115996575,1,0.919434974,1,1,0.182436698,TRUE
645,FVM03 Comdty,0.155480871,1,1,0.815528144,0.180013572,0.876943152,0.709343847,0.874170424,1,TRUE
646,FVU03 Comdty,1,1,0.099285275,0.191562819,0.640489016,0.961190522,0.049291505,0.04389524,0.091159663,FALSE
647,FVZ03 Comdty,0.031052459,0.100147228,0.165135588,0.058688445,0.151667456,0.180012234,1,1,0.008403435,FALSE
648,FVH04 Comdty,1,0.194457987,0.169809331,0.066697277,0.723439075,0.836699573,0.632585989,0.955655771,1,TRUE
649,FVM04 Comdty,0.180911607,1,1,0.668176309,1,0.560779764,1,0.578846128,0.177021884,FALSE
650,FVU04 Comdty,0.173185976,1,0.145138706,0.13628142,0.075807155,0.034682858,0.098665174,0.941147923,0.671341209,FALSE
651,FVZ04 Comdty,0.595111742,1,1,0.752805023,0.029004203,0.655937059,0.10669474,1,0.189275295,FALSE
652,FVH05 Comdty,1,0.07050797,0.181290815,0.973567584,0.027277634,1,0.714467852,0.117357326,0.862416,TRUE
653,FVM05 Comdty,0.19174115,1,0.035275463,0.858938208,1,0.098195581,0.13669828,1,0.194118728,FALSE
654,FVU05 Comdty,0.776896163,0.173572972,1,1,0.116053933,1,0.010102276,0.196051601,1,FALSE
655,FVZ05 Comdty,0.152655336,1,0.162563293,1,0.02181602,1,0.003915057,0.075892232,0.135715588,TRUE
656,FVH06 Comdty,0.141355682,0.199696338,0.567963066,0.162862211,0.8422747,0.565488988,0.023283056,0.552186501,0.066023158,FALSE
657,FVM06 Comdty,0.00800945,0.128128282,1,0.747583172,0.143830807,0.005686433,0.156684573,1,0.11407918,FALSE
658,FVU06 Comdty,0.16165725,1,0.178760363,0.747395146,0.028077758,0.756305945,0.039710716,0.039507176,0.046105466,FALSE
659,FVZ06 Comdty,0.12461484,0.018435142,0.005391554,1,0.007909233,0.964468775,0.172908392,0.174118892,0.5790185,TRUE
660,FVH07 Comdty,1,0.135148368,1,1,0.038097742,0.955860751,1,0.016536009,0.183094953,FALSE
661,FVM07 Comdty,0.098453763,0.690006174,1,0.759547412,0.061659178,0.635647109,1,0.089221444,0.098921412,FALSE
662,FVU07 Comdty,0.124161399,0.836561116,1,0.087271106,0.184794207,0.575355047,0.956288182,0.029214373,1,TRUE
663,FVZ07 Comdty,0.082029863,0.197782828,0.645584267,0.118045475,0.084743105,0.015313091,0.693284921,1,0.102746728,FALSE
664,FVH08 Comdty,0.077105718,0.130907086,0.007696668,1,0.173195563,0.169388317,0.836279697,1,0.126904107,FALSE
665,FVM08 Comdty,0.08020206,0.006495071,0.960428854,1,0.16189407,0.006694602,0.898450714,0.175760885,0.069417734,FALSE
666,FVU08 Comdty,0.910803569,1,0.101942984,0.071629809,0.098984323,0.157780068,0.073620776,0.178227771,1,TRUE
667,FVZ08 Comdty,0.167090042,0.579825233,1,0.093915893,0.152544296,1,1,1,1,FALSE
668,FVH09 Comdty,0.091776233,1,0.158847815,1,0.137334608,0.074909595,0.736860287,0.167581783,0.0486697,FALSE
669,FVM09 Comdty,1,0.995831962,0.116275353,0.02630219,1,1,0.016822441,0.617201406,1,TRUE
670,FVU09 Comdty,1,0.788069609,0.679100197,0.03100495,0.024426916,1,1,0.129736424,0.06719905,TRUE
671,FVZ09 Comdty,0.007242842,1,0.985889209,1,0.832587297,0.082919241,1,0.044763133,0.061491079,FALSE
672,FVH10 Comdty,1,0.683837867,0.805812252,0.163560923,0.052033178,0.047779333,0.006794286,0.027815815,1,FALSE
673,FVM10 Comdty,0.171496453,0.019009285,0.193213756,0.137084828,1,1,0.157740991,1,0.080636346,TRUE
674,FVU10 Comdty,0.667706536,0.08579457,0.000234423,0.014118733,0.052553095,0.177729498,0.106960842,0.16480835,0.110303284,TRUE
675,FVZ10 Comdty,0.854228715,0.993723756,0.798939831,1,0.606241661,0.114897827,1,0.075153718,0.130718671,FALSE
676,FVH11 Comdty,0.916298501,1,0.554530676,0.178257813,0.193775698,0.040260114,1,0.586483809,0.04740374,FALSE
677,FVM11 Comdty,0.729693981,0.113337079,1,0.58730885,0.194512049,1,1,0.0476253,1,TRUE
678,FVU11 Comdty,0.832246989,0.05469472,1,0.009796851,0.042478436,0.112976587,0.008057551,1,0.082732128,FALSE
679,FVZ11 Comdty,0.087960377,1,0.097530721,0.03925942,0.927799826,0.189596676,0.034936274,0.004154491,0.143767015,FALSE
680,FVH12 Comdty,0.976589504,0.797129547,0.017605646,0.927837555,1,1,0.927879521,1,1,TRUE
681,FVM12 Comdty,1,1,0.011517125,0.020815039,1,1,0.034926675,0.653737718,0.087482684,FALSE
682,FVU12 Comdty,0.189935989,0.15142329,0.91140597,1,1,1,1,1,1,TRUE
683,FVZ12 Comdty,0.035711035,1,0.145004661,0.170272048,0.819449342,0.057953837,1,1,0.134357178,TRUE
684,FVH13 Comdty,1,0.081811337,1,0.674026398,1,0.061272159,0.558098444,1,0.097879091,FALSE
685,FVM13 Comdty,0.661199516,1,0.745266647,0.197047271,0.180238362,0.160158563,0.157415847,1,0.194671764,TRUE
686,FVU13 Comdty,1,0.953947026,0.09268169,0.651031424,0.012279831,0.602563542,0.832384296,0.151046942,0.101842636,TRUE
687,FVZ13 Comdty,0.843231851,0.736173135,1,0.07205077,1,1,0.735306444,0.691563944,1,TRUE
688,FVH14 Comdty,1,0.041126717,1,0.04157552,0.929760567,0.161922831,0.009613944,0.110296802,1,FALSE
689,FVM14 Comdty,0.823990523,1,0.194291774,0.068841802,0.090087844,0.112347769,0.02608384,1,0.170554306,FALSE
690,FVU14 Comdty,1,0.935899554,1,0.154982889,1,1,0.182987968,0.15218515,0.014730523,TRUE
691,FVZ14 Comdty,0.05864316,0.182365284,0.00361304,1,0.801825382,1,0.084684964,1,0.053014373,FALSE
692,FVH15 Comdty,0.193337881,0.62240255,0.123331554,0.038664018,1,0.128111097,1,0.074242682,0.155829153,FALSE
693,FVM15 Comdty,0.63362768,0.006717194,0.757739918,0.915961814,0.138044938,0.054064634,0.802971782,1,0.011395667,FALSE
694,FVU15 Comdty,0.121419897,0.070696189,0.047329063,0.181320993,0.798566298,0.144040747,1,0.138617728,0.077330212,FALSE
695,FVZ15 Comdty,0.084789106,0.735750475,0.155536394,0.008714327,1,0.774247801,0.111980183,1,1,TRUE
696,FVH16 Comdty,1,0.919209767,0.553032965,0.147607417,1,0.028278677,0.044530669,0.052702694,0.986795894,TRUE
697,FVM16 Comdty,0.583904304,1,0.927716714,0.975211799,0.675329238,0.692763227,0.172140255,0.821967176,0.876033299,TRUE
698,FVU16 Comdty,0.071332596,0.668928181,1,1,0.062604951,1,1,0.004271757,1,FALSE
699,FVZ16 Comdty,0.010088043,0.030735241,1,1,0.055322338,0.075172906,0.023180944,1,0.150942876,FALSE
700,FVH17 Comdty,0.068395199,1,0.978007061,0.001221901,0.144072434,0.070459729,1,0.137425184,0.133408175,FALSE
701,FVM17 Comdty,1,0.052617529,0.071567245,0.580101979,0.080922904,0.991502122,1,0.164401782,0.014523954,FALSE
702,FVU17 Comdty,0.084775059,0.175885138,1,0.061555821,1,0.044425396,1,1,0.081658067,FALSE
703,FVZ17 Comdty,1,0.174951245,0.722839815,0.178085736,1,0.029710006,0.106719374,0.867721352,0.000160768,TRUE
704,FVH18 Comdty,0.054145892,0.019151983,0.872362004,0.725864981,0.035947231,0.182025847,1,0.179104297,0.133674326,FALSE
705,FVM8 Comdty,1,0.872328123,0.985027846,1,0.025825325,0.17588651,0.982649667,0.061771549,0.197661042,FALSE
706,FVU8 Comdty,1,0.050620619,1,1,1,0.644404556,0.110772924,0.091958992,0.112708627,TRUE
707,FVZ8 Comdty,0.083349172,0.724371399,0.939050692,1,1,0.685187801,0.111150147,1,0.063261164,FALSE
708,FVH9 Comdty,0.15495407,0.9224659,0.065358665,0.19877396,1,0.697954726,0.004085703,0.863513005,1,TRUE
709,FVM9 Comdty,0.657692368,1,0.008960791,0.190912772,0.155450787,0.064722674,0.029028795,0.172074958,0.155218631,TRUE
710,FVU9 Comdty,0.594701008,1,0.024177226,0.105976642,1,0.074938836,0.021049926,1,1,FALSE
711,TYH85 Comdty,1,0.763214072,0.730469186,0.015197428,0.021220566,1,0.112827867,0.155544762,0.630257516,FALSE
712,TYM85 Comdty,1,0.719345641,0.174351681,0.136134191,0.143868058,0.010017543,1,0.036586464,0.097908748,FALSE
713,TYU85 Comdty,0.692583702,0.017136343,1,1,1,0.016881401,0.021632811,0.162529319,1,TRUE
714,TYZ85 Comdty,0.969269796,0.012208894,0.193504069,0.731788798,0.037237411,1,1,0.125716236,0.171165784,FALSE
715,TYH86 Comdty,0.904547085,0.60719412,1,0.794143085,0.082618083,0.183987785,0.07375272,0.055057528,0.150120606,FALSE
716,TYM86 Comdty,1,0.112992489,1,0.699870715,0.091383136,0.79418845,0.914828201,1,0.160832142,FALSE
717,TYU86 Comdty,1,0.171052889,0.569239558,0.153200743,1,0.026860911,1,0.000197679,1,FALSE
718,TYZ86 Comdty,0.199402971,0.16857612,0.934883263,0.073843394,0.062509288,1,0.984826692,0.086770537,1,TRUE
719,TYH87 Comdty,1,0.032256904,0.571668353,0.072183284,0.085390109,0.121960892,0.143415559,0.019719961,1,FALSE
720,TYM87 Comdty,0.035154102,1,1,0.666061088,0.047550395,0.09806096,0.146256235,1,0.014491173,FALSE
